Distribution,NumClust,PointsCluster,Iterations per Noise
n,10,1000,100
Rauschwert,var,stdabw,geoMean,MedDev,QuartDisp,VariCoeff,VarDiff,stdabwDiff,MedDevDiff,VarCoffDiff,QuartDispDiff,geoMeanDiff
0.0,0.75,0.75,0.25,0.75,0.599,0.685,1.0,1.0,1.0,0.875,0.82575,0.025
0.1,0.75,0.75,0.25025,0.75,0.601,0.6875,1.0,1.0,1.0,0.875,0.834,0.02525
0.2,0.75,0.75,0.25,0.75,0.5975,0.687,1.0,1.0,1.0,0.875,0.827,0.025
0.3,0.75,0.75,0.25,0.75,0.59425,0.6885,1.0,1.0,1.0,0.875,0.81125,0.025
0.4,0.75,0.75,0.25,0.75,0.59,0.68825,1.0,1.0,1.0,0.875,0.79475,0.025
0.5,0.75,0.75,0.25,0.75,0.59025,0.687,1.0,1.0,1.0,0.875,0.79725,0.025
0.6,0.75,0.75,0.25,0.75,0.591,0.68675,1.0,1.0,1.0,0.875,0.80625,0.025
0.7,0.75,0.75,0.25,0.75,0.60025,0.689,1.0,1.0,1.0,0.875,0.80975,0.025
0.8,0.75,0.75,0.25,0.75,0.597,0.68425,1.0,1.0,1.0,0.874,0.7965,0.025
0.9,0.75,0.75,0.25,0.75,0.59425,0.68225,1.0,1.0,1.0,0.87125,0.7915,0.025
1.0,0.75,0.75,0.25,0.75,0.594,0.68075,1.0,1.0,1.0,0.86675,0.796,0.025

Time
0,819,625,3550,1971,2227,1063,10250,10147,19410,12083,23556,39333,
