Distribution,NumClust,PointsCluster,Iterations per Noise
u,20,1000,100
Rauschwert,var,stdabw,geoMean,MedDev,QuartDisp,VariCoeff,VarDiff,stdabwDiff,MedDevDiff,VarCoffDiff,QuartDispDiff,geoMeanDiff
0.0,0.75,0.75,0.251125,0.75,0.608875,0.74225,1.0,1.0,1.0,0.972125,0.873625,0.187875
0.1,0.75,0.75,0.25025,0.75,0.62025,0.74275,1.0,1.0,1.0,0.968375,0.877625,0.18775
0.2,0.75,0.75,0.251125,0.75,0.6235,0.742,1.0,1.0,1.0,0.967,0.86975,0.18825
0.3,0.75,0.75,0.251125,0.75,0.62025,0.742375,1.0,1.0,1.0,0.96775,0.862875,0.188125
0.4,0.75,0.75,0.250375,0.75,0.62275,0.742375,1.0,1.0,1.0,0.969375,0.87425,0.187875
0.5,0.75,0.75,0.250875,0.75,0.617875,0.742375,1.0,1.0,1.0,0.967,0.866625,0.188375
0.6,0.75,0.75,0.250375,0.75,0.613875,0.7425,1.0,1.0,1.0,0.968625,0.87275,0.18775
0.7,0.75,0.75,0.250875,0.75,0.614625,0.741625,1.0,1.0,1.0,0.96625,0.854875,0.188125
0.8,0.75,0.75,0.251,0.75,0.621,0.74425,1.0,1.0,1.0,0.969,0.869,0.188125
0.9,0.75,0.75,0.25025,0.75,0.615375,0.742625,1.0,1.0,1.0,0.96775,0.86875,0.18775
1.0,0.75,0.75,0.250875,0.75,0.617875,0.742,1.0,1.0,1.0,0.96675,0.8585,0.188875

Time
0,1370,1102,6816,3469,4807,1877,31407,28897,71020,40775,98078,140862,
